Индекс ВМО,Наименование станции,Широта,Долгота,Высота метеопл.,Начало наблюдений,Примечание
30777.0,Сретенск,52.233333333333334,117.7,528.0,1899.0,Перенос в 06.1942г. на 2.5км к ЮЮЗ
30811.0,Тунка,51.733333333333334,102.53333333333333,720.0,1951.0,
30815.0,Хамар-Дабан,51.53333333333333,103.6,1442.0,1936.0,
30822.0,Бабушкин,51.7,105.85,466.0,1940.0,Перенос в 06.1959г. на 2км к З
30823.0,Улан-Удэ,51.833333333333336,107.6,514.0,1847.0,"Переносы: в 08.1901г. на 1км к СВ, в 04.1919г. на 3-5км к ЮВ, в 11.1934г. на 3км к СЗ, в 07.1942г. на 10-15км к ЗЮЗ, в 1947г. обратно., в 1953г. на 1.5км к ЮЗ"
30825.0,Иволгинск,51.75,107.26666666666667,562.0,1965.0,
30844.0,Хилок,51.36666666666667,110.46666666666667,800.0,1901.0,"Хилок, город с 1901-1950гг., коорд.: 51°22′ - 110°27′, с 1951г. ст.Хилок в 7км к В, коорд. 51°21′ - 110°38′, перенос 20.06.1972г. на 4км к З, коорд. 51°21′ - 110°28′, сейчас коорд. 51°22′ - 110°28′"
30859.0,Агинское,51.1,114.51666666666667,680.0,1908.0,
30879.0,Нерчинский завод,51.31666666666667,119.61666666666666,621.0,1839.0,
30915.0,Цакир,50.43333333333333,103.6,984.0,1940.0,
30925.0,Кяхта,50.36666666666667,106.45,791.0,1885.0,
30935.0,Красный Чикой,50.36666666666667,108.75,770.0,1913.0,Перенос в 04.1948г. на 1км к ВСВ
30949.0,Кыра,49.56666666666667,111.96666666666667,907.0,1927.0,
30954.0,Мангут,49.7,112.66666666666667,807.0,1940.0,
30965.0,Борзя,50.4,116.51666666666667,675.0,1901.0,Перенос в 05.1953г. на 1.2км к ССВ
31004.0,Алдан,58.6,125.38333333333334,678.0,1926.0,
31026.0,Учур,58.733333333333334,130.61666666666667,194.0,1934.0,
31062.0,Югоренок,59.766666666666666,137.66666666666666,380.0,1946.0,
31088.0,Охотск,59.36666666666667,143.2,5.0,1789.0,
31092.0,Талон,59.766666666666666,148.63333333333333,19.0,1953.0,
31102.0,Канку,57.65,125.96666666666667,1204.0,1950.0,Перенос 22.03.1964г. на 1.7км к В
31137.0,Токо,56.28333333333333,131.13333333333333,849.0,1945.0,
31152.0,Нелькан,57.65,136.15,326.0,1917.0,Переносы: в 08.1945г. на 3км к Ю; 11.09.1956г.-обратно
31168.0,Аян,56.45,138.15,6.0,1890.0,"Перенос в 11.1931г. на северный берег бухты Аянская на вершину горы, на высоту 60м над уровнем моря. В 10.1937г. перенос на южную окраину пос. Аян вниз по склону"
31174.0,Большой Шантар,54.833333333333336,137.53333333333333,9.0,1924.0,Переносы: 28.09.1935г. на 2-2.5км к ЮВ; 01.11.1958г. на 2км к СЗ
31235.0,Джана,55.31666666666667,134.55,318.0,1952.0,
31253.0,Бомнак,54.71666666666667,128.86666666666667,365.0,1909.0,17.04.1996г. ТДС Бомнак перенесена в п.Бомнак на 7км к ЮЗ
31285.0,Удское,54.5,134.41666666666666,62.0,1939.0,
31329.0,Экимчан,53.083333333333336,132.93333333333334,540.0,1915.0,
31362.0,Литке,53.95,140.33333333333334,22.0,1952.0,
31369.0,Николаевск-на-Амуре,53.15,140.7,45.0,1854.0,"Переносы: до 1909г. в пределах города, в 10.1909 г. на 0.5км к С, 17.06.1949г. на 3км к З (в аэропорт), 22.07.1987г. на 1км к ССЗ, в 2014г. на территорию аэрологического пункта"
31371.0,Черняево,52.78333333333333,126.0,208.0,1902.0,
31388.0,Норск,52.35,129.91666666666666,207.0,1925.0,
31416.0,Им. Полины Осипенко,52.416666666666664,136.5,69.0,1911.0,
31436.0,Джаоре,52.666666666666664,141.28333333333333,5.0,1926.0,
31439.0,Богородское,52.38333333333333,140.46666666666667,33.0,1935.0,
31443.0,Мазаново,51.63333333333333,128.81666666666666,161.0,1909.0,
31459.0,Верхняя Томь,51.35,130.43333333333334,260.0,1927.0,Законсервирована 15.09.1998г.
31478.0,Софийский Прииск,52.266666666666666,133.98333333333332,902.0,1887.0,
31510.0,Благовещенск,50.28333333333333,127.48333333333333,168.0,1859.0,Перенос в 2014г. на 6.5км к СЗ
31532.0,Чекунда,50.86666666666667,132.25,271.0,1934.0,Перенос в 04.1979г. на 7км выше по течению р. Бурея
31538.0,Сутур,50.06666666666667,132.13333333333333,343.0,1939.0,Перенос в 09.1960г. на 2км к В
31562.0,Нижнетамбовское,50.916666666666664,138.18333333333334,24.0,1932.0,"Перенос 28.07.1973г. на 1км к С, с 13.09.2013г.-01.06.2015г. – пост, 01.06.2015г. перенос на 1км к Ю из-за затопления"
31586.0,Константиновка,49.61666666666667,127.96666666666667,117.0,1950.0,
31594.0,Архара,49.416666666666664,130.08333333333334,134.0,1913.0,
31677.0,Солекуль,49.166666666666664,138.05,915.0,1935.0,
31707.0,Екатерино-Никольское,47.733333333333334,130.96666666666667,71.0,1890.0,Перенос в 1912г. на 1-1.5км к В
31725.0,Смидович,48.6,133.83333333333334,50.0,1912.0,
31733.0,Елабуга,48.81666666666667,135.88333333333333,62.0,1938.0,
31735.0,Хабаровск,48.516666666666666,135.11666666666667,88.0,1878.0,
31770.0,Советская Гавань,49.0,140.3,21.0,1913.0,Перенос 01.06.1944г. на 4-5км к С
31788.0,Лермонтовка,47.15,134.33333333333334,75.0,1938.0,
31829.0,Золотой,47.31666666666667,138.98333333333332,27.0,1935.0,"Законсервирована с 05.10.2010г., закрыта 13.11.2014г."
31845.0,Красный Яр,46.53333333333333,135.31666666666666,128.0,1939.0,
31873.0,Дальнереченск,45.86666666666667,133.73333333333332,100.0,1909.0,
31895.0,Мельничное,45.45,135.5,331.0,1935.0,
31909.0,Терней,45.0,136.6,51.0,1925.0,Переносы: в 1940г. на 4км на северо-восточный берег бухты Терней; в 12.1975г. на 5км от побережья вглубь
31915.0,Пограничный,44.4,131.38333333333333,217.0,1902.0,
31931.0,Свиягино,44.8,133.08333333333334,99.0,1938.0,
31959.0,Рудная Пристань,44.36666666666667,135.85,27.0,1932.0,Переносы: 06.12.1933г. на 7км к ЮЗ; 18.05.1937г. на 1км к СВ.
31960.0,Владивосток,43.11666666666667,131.91666666666666,187.0,1917.0,Перенос 17.02.1959г. на 2км к В
31961.0,Тимирязевский,43.88333333333333,131.96666666666667,34.0,1911.0,Переносы: в 05.1914 г. на 2.5км к ЗСЗ; в 12.1920г. на 2км к ССВ; 14.05.1986г. на 2.5км к СЗ; 20.09.1991г. на 1.5км
31969.0,Посьет,42.65,130.8,41.0,1885.0,
31989.0,Преображение,42.9,133.9,44.0,1936.0,
32014.0,Москальво,53.56666666666667,142.5,5.0,1931.0,"Переносы: в 07.1957г. на 2.5км к В, 01.01.1965г. на 2 км к СВ"
32027.0,Погиби,52.21666666666667,141.63333333333333,6.0,1933.0,
32053.0,Ноглики,51.916666666666664,143.13333333333333,35.0,1929.0,Переносы: 18.10.1957 г. на 2км к ЮЗ; 01.10.1962г. на 1.5км к ЮВ
32061.0,Александровск-Сахалинский,50.9,142.16666666666666,30.0,1881.0,"Переносы: в 01.1893г. на 2км к С, в 12.1960г. на 2км к СЗ"
32071.0,Тымовское,50.733333333333334,142.71666666666667,94.0,1886.0,"Переносы: в 1913г. на 5км к С, 26.09.1932г. на 4км к С, 30.05.1935г. на 5км к Ю, в 12.1954г. на 3км к С, 01.11.1966г. на 17 км к С"
32076.0,Пограничное,50.4,143.76666666666668,6.0,1935.0,
32088.0,Углегорск,49.06666666666667,142.03333333333333,39.0,1939.0,Перенос 01.01.1959г. на 2 км к З
32098.0,Поронайск,49.21666666666667,143.1,7.0,1908.0,
32099.0,Мыс Терпения,48.65,144.73333333333332,33.0,1949.0,
32121.0,Ильинский,47.983333333333334,142.2,17.0,1942.0,
32145.0,Невельск,46.666666666666664,141.86666666666667,22.0,1920.0,"Переносы: 01.08.1961г. на 10км к Ю, 01.11.1972г. обратно"
32149.0,Мыс Крильон,45.9,142.08333333333334,34.0,1941.0,
32150.0,Южно-Сахалинск,46.95,142.71666666666667,22.0,1942.0,Переносы: в 09.1946г. на 2.5км к В; 01.01.1949г. на 3км к З
32165.0,Южно-Курильск,44.016666666666666,145.86666666666667,44.0,1947.0,Перенос 01.01.1957г. на 5км к В
32174.0,Курильск,45.25,147.88333333333333,25.0,1904.0,
32213.0,Мыс Лопатка,50.86666666666667,156.68333333333334,48.0,1927.0,
32246.0,Оссора,59.233333333333334,163.06666666666666,6.0,1950.0,Перенос 25.09.1964г. на 3км к Ю
32252.0,Усть-Воямполка,58.5,159.16666666666666,4.0,1935.0,
32287.0,Усть-Хайрюзово,57.083333333333336,156.7,3.0,1932.0,Перенос 01.05.1967г. на 2км к С
32363.0,Эссо,55.93333333333333,158.7,480.0,1941.0,
32389.0,Ключи,56.31666666666667,160.83333333333334,28.0,1885.0,
32411.0,Ича,55.583333333333336,155.58333333333334,5.0,1935.0,
32447.0,Долиновка,55.11666666666667,159.06666666666666,101.0,1936.0,Перенос 01.12.1976г. на 1.2км к С
32477.0,Соболево,54.3,155.91666666666666,25.0,1937.0,
32509.0,Семячик,54.11666666666667,159.98333333333332,28.0,1935.0,
32539.0,Начики,53.11666666666667,157.73333333333332,317.0,1935.0,
32547.0,Сосновка,53.083333333333336,158.3,40.0,1957.0,
32562.0,Большерецк,52.833333333333336,156.3,30.0,1959.0,
32583.0,Петропавловск-Камчатский,52.86666666666667,158.65,32.0,1843.0,Перенос 01.04.1946г. на 2км к Ю
32586.0,Петропавловский маяк,52.88333333333333,158.71666666666667,126.0,1894.0,
32618.0,Остров Беринга,55.2,165.98333333333332,16.0,1899.0,Перенос в 07.1957г. на 1.5км к ЮВ
33166.0,Рыльск,51.56666666666667,34.68333333333333,204.0,1924.0,Перенос в 1967г. на 2.5км к ЮВ
33946.0,Симферополь,45.0,34.0,180.0,1886.0,Перенос в 1984г. на 2.5 км к З.
33976.0,Феодосия,45.0,35.38333333333333,26.0,1981.0,
33983.0,Керчь,45.03333333333333,36.38333333333333,49.0,1936.0,Перенос в 1973г. на 1.1 км к ССВ.
34003.0,Поныри,52.31666666666667,36.3,247.0,1891.0,
34009.0,Курск,51.766666666666666,36.166666666666664,246.0,1833.0,"Перенос 29.06.1957г. на 4км к С, в 1989г. на 3км к ЮЗ"
34026.0,Конь-Колодезь,52.15,39.15,135.0,1893.0,
34059.0,Росташи,51.86666666666667,43.583333333333336,161.0,1950.0,
34110.0,Богородицкое-Фенино,51.166666666666664,37.35,223.0,1890.0,
34123.0,Воронеж,51.7,39.21666666666667,147.0,1918.0,Перенос 29.05.1930г. на 1км к З
34139.0,Каменная Степь,51.05,40.7,193.0,1921.0,
34152.0,Балашов,51.55,43.15,157.0,1900.0,Перенос в 10.1951г. на 1.5км к СВ
34163.0,Октябрьский городок,51.63333333333333,45.45,202.0,1847.0,
34172.0,Саратов,51.56666666666667,46.0,125.0,1836.0,"1836-1911гг..- Саратов, город (координаты 51 o32’- 46 o02’), 1912-1965гг..- Саратов, оп.п. (координаты 51 o34’- 46 o00’), с 1966г. – Саратов, южный; с 01.05.2011г. Саратов Юго-Восток"
34186.0,Ершов,51.36666666666667,48.3,110.0,1901.0,"Переносы: 22.08.1938г. на 1км к СВ; в 11.1967г. на 1км к СВ, 11.07.1987г. на 3км к ЮВ"
34202.0,Готня,50.8,35.766666666666666,225.0,1930.0,Перенос 08.10.1955г. на 2км к СЗ
34240.0,Урюпинск,50.8,42.0,106.0,1858.0,Переносы: в 05.1948г. на 2 км к ВСВ; в 06.1986г. на 1.5 км к ЮВ
34247.0,Калач,50.416666666666664,41.05,90.0,1930.0,Перенос 09.10.1961г. на 1км к В
34289.0,Новоузенск,50.43333333333333,48.13333333333333,32.0,1899.0,
34321.0,Валуйки,50.21666666666667,38.1,111.0,1926.0,Перенос в 1935г. на 3.5км к СЗ
34356.0,Фролово,49.8,43.666666666666664,118.0,1928.0,Перенос в 11.1948г. на 2.5 км к ССВ
34391.0,Александров Гай,50.15,48.55,23.0,1929.0,
34432.0,Чертково,49.38333333333333,40.166666666666664,145.0,1924.0,Перенос 10.12.1958г. на 2.5км к В
34476.0,Эльтон,49.13333333333333,46.85,5.0,1914.0,
34561.0,Волгоград,48.666666666666664,44.45,113.0,1836.0,"Переносы: в 1915г. на 1км к СЗ, с 08.1944г. по 02.1955г. в 20км к ЮЗ (Бекетовка), с 1955г. по 1959г. – сведений о местоположении станции не сохранилось.. С 1.11.1960г.–Волгоград, СХИ (координаты 48 o40’- 44 o27’)"
34579.0,Верхний Баскунчак,48.21666666666667,46.733333333333334,34.0,1908.0,
34646.0,Цимлянск(Волгодонск),47.63333333333333,42.11666666666667,64.0,1930.0,"Переносы: 20.04.1946г. на 1км к С, 14.11.1951г. на 15км к ЮЗ"
34720.0,Таганрог,47.2,38.9,30.0,1816.0,Перенос в 10.1985г. на 4км к З
34730.0,Ростов-на-Дону,47.25,39.81666666666667,81.0,1881.0,"1881-06.1988гг.. – Ростов-на-Дону, оп.ст., ГМО (координаты 47 o15’- 39 o44’), 
07.1988 –1996гг. – Ростов-на-Дону, аэропорт (координаты 47 o15’- 39 o49’), 1997-04.2006гг.-Ростов-на-Дону, М, (координаты 47 o16’- 39 o49’), с 05.2006г. – Ростов-на-Дону (координаты 47o15’- 39 o49’)"
34740.0,Гигант,46.516666666666666,41.35,79.0,1939.0,Перенос 18.11.1970г. на 2 км к В
34759.0,Ремонтное,46.56666666666667,43.666666666666664,105.0,1927.0,
34824.0,Приморско-Ахтарск,46.03333333333333,38.15,3.0,1914.0,
34861.0,Элиста,46.31666666666667,44.3,155.0,1928.0,Переносы:19.04.1944г. на 5км к СВ (координаты 46 o19’- 44 o18’); 07.09.1970г. на 7км к С
34866.0,Яшкуль,46.18333333333333,45.35,-7.0,1928.0,
34880.0,Астрахань,46.28333333333333,47.983333333333334,-22.0,1837.0,Перенос 12.02.1962г. на 11 км к ЮЗ
34927.0,"Краснодар, Круглик",45.05,39.03333333333333,28.0,1881.0,
34949.0,"Ставрополь, АМСГ",45.11666666666667,42.11666666666667,451.0,1914.0,Перенос в 01.1976г. на 10км к СВ
34984.0,Лагань,45.4,47.35,-25.0,1959.0,Переносы: 11.08.1976г. на 4км к ЮЗ; 09.10.1997г. на 3км к С
35007.0,Перелюб,51.86666666666667,50.333333333333336,72.0,1933.0,
35011.0,Сорочинск,52.43333333333333,53.13333333333333,122.0,1934.0,
35026.0,Зилаир,52.21666666666667,57.4,522.0,1932.0,
35041.0,Бреды,52.43333333333333,60.35,309.0,1931.0,"Переносы: 01.01.1936г. на 6км к ССЗ, 04.10.1937г. на 2км к ССЗ"
35121.0,Оренбург,51.68333333333333,55.1,115.0,1843.0,"В 01.1962 г. наблюдения перенесены на ст. Оренбург, аэрол. в 5км к СЗ, в 1975г. на 12км к ЮЗ"
35127.0,Акбулак,51.016666666666666,55.63333333333333,143.0,1927.0,
35233.0,Домбаровский,50.75,59.55,277.0,1937.0,Перенос в 09.1942г. на 20км к ЮВ
36034.0,Рубцовск,51.583333333333336,81.2,216.0,1924.0,"Переносы: 05.11.1942г. на 1.5км к СВ, 05.05.1943г. на 2км к ЮВ, в 08.1955г. на 10км к СЗ"
36038.0,Змеиногорск,51.15,82.16666666666667,354.0,1901.0,Перенос 27.09.1956г. на 1.5км к ЗЮЗ
36045.0,Солонешное,51.63333333333333,84.33333333333333,409.0,1948.0,Перенос 05.11.1963г. на 2км к Ю
36055.0,Кызыл-Озек,51.9,86.0,324.0,1940.0,
36064.0,Яйлю,51.766666666666666,87.6,482.0,1940.0,
36096.0,Кызыл (Тувинский),51.71666666666667,94.5,626.0,1943.0,Переносы: 22.06.1944г. на 2км к В; 01.10.1956г. на 3км к В
36099.0,Сосновка,51.15,94.51666666666667,947.0,1964.0,
36103.0,Тоора-Хем,52.46666666666667,96.1,919.0,1945.0,
36229.0,Усть-Кокса,50.266666666666666,85.61666666666666,977.0,1940.0,
36259.0,Кош-Агач,50.0,88.66666666666667,1759.0,1933.0,Перенос 10.09.1953г. на 1км к СВ
36278.0,Мугур-Аксы,50.36666666666667,90.43333333333334,1850.0,1963.0,
36307.0,Эрзин,50.266666666666666,95.11666666666666,1100.0,1949.0,
36442.0,Кара-Тюрек,50.03333333333333,86.45,2601.0,1940.0,
37001.0,Анапа,44.88333333333333,37.28333333333333,30.0,1899.0,Перенос с 01.1986г. на 2км к Ю
37018.0,Туапсе,44.1,39.06666666666667,60.0,1903.0,
37031.0,Армавир,44.983333333333334,41.11666666666667,158.0,1932.0,"Переносы: 05.09.1933г. на 1км к ЮЗ, 13.09.1963г. на 6км к С"
37054.0,Минеральные Воды,44.21666666666667,43.1,312.0,1938.0,Перенос с 06.1969г. на 3км к З
37061.0,Буденновск,44.78333333333333,44.13333333333333,134.0,1917.0,
37075.0,Южно-Сухокумск,44.65,45.65,19.0,1955.0,
37089.0,Тюлений остров,44.46666666666667,47.483333333333334,-24.0,1959.0,
37099.0,Сочи,43.583333333333336,39.766666666666666,142.0,1870.0,
37107.0,Красная Поляна,43.68333333333333,40.2,564.0,1914.0,
37112.0,Зеленчукская,43.86666666666667,41.56666666666667,928.0,1940.0,
37123.0,Кисловодск,43.9,42.71666666666667,943.0,1881.0,"Переносы: в 10.1926г. из города на Казачью гору, в 12.1937г. на гору Крестовую, в 1973г. на 1км к Ю на гору Пикет"
37126.0,Шаджатмаз,43.733333333333334,42.666666666666664,2070.0,1949.0,
37196.0,Клухорский перевал,43.25,41.833333333333336,2037.0,1959.0,
37228.0,Владикавказ,43.03333333333333,44.68333333333333,702.0,1934.0,"С 07.1934г. до 1974г. - Владикавказ, АМСГ"
37235.0,Грозный,43.25,45.71666666666667,256.0,1870.0,
37244.0,Гудермес,43.35,46.11666666666667,74.0,1940.0,Перенос 08.12.1960г. на 1.5км к Ю
37461.0,"Сулак, высокогорная",42.36666666666667,46.25,2927.0,1930.0,
37470.0,Дербент,42.06666666666667,48.3,-19.0,1886.0,
37471.0,Буйнакск,42.81666666666667,47.11666666666667,472.0,1881.0,
37472.0,Махачкала,43.016666666666666,47.483333333333334,-20.0,1882.0,"Махачкала,порт с 1882г. – 06.1897г., координаты: 42°59′-47°31′. 
Махачкала,маяк: с 07.1897г. по 12.1964г., в 1962г. перенос на 5.5км, координаты: 43°00′-47°30′. С 01.1965г. по 11.1991г. – Махачкала,АЭ, ЮВ окраина, координаты: 42°58′-47°32′. В 1991г.перенос на 9км к СЗ"
37663.0,Ахты,41.46666666666667,47.75,1016.0,1910.0,Перенос 26.11.1963г. на 1.5км к В
